state_name,county_name,total_population,total_area, percent_urban,percent_rural,full_name
Indiana,Starke,23363,800653661,"17,62","82,38","Starke, Indiana"
Indiana,Steuben,34185,800149001,"32,75","67,25","Steuben, Indiana"
Indiana,Sullivan,21475,1158091682,"21,04","78,96","Sullivan, Indiana"
Indiana,Switzerland,10613,571436429,0,100,"Switzerland, Indiana"
Indiana,Tippecanoe,172780,1294491529,"85,5","14,5","Tippecanoe, Indiana"
Indiana,Tipton,15936,674797764,"38,4","61,6","Tipton, Indiana"
Indiana,Union,7516,417568462,0,100,"Union, Indiana"
Indiana,Vanderburgh,179703,604697995,"90,83","9,17","Vanderburgh, Indiana"
Indiana,Vermillion,16212,665311750,"39,63","60,37","Vermillion, Indiana"
Indiana,Vigo,107848,1044574633,"76,24","23,76","Vigo, Indiana"
Indiana,Wabash,32888,1068200229,"50,02","49,98","Wabash, Indiana"
Indiana,Warren,8508,944520687,"22,9","77,1","Warren, Indiana"
Indiana,Warrick,59689,996667397,"70,69","29,31","Warrick, Indiana"
Indiana,Washington,28262,1330542331,"23,15","76,85","Washington, Indiana"
Indiana,Wayne,68917,1040502885,"66,95","33,05","Wayne, Indiana"
Indiana,Wells,27636,953341217,"49,44","50,56","Wells, Indiana"
Indiana,White,24643,1308266686,"32,03","67,97","White, Indiana"
Indiana,Whitley,33292,869120901,"28,84","71,16","Whitley, Indiana"
Iowa,Adair,7682,1474404167,0,100,"Adair, Iowa"
Iowa,Adams,4029,1096700733,0,100,"Adams, Iowa"
Iowa,Allamakee,14330,1655214493,"26,04","73,96","Allamakee, Iowa"
Iowa,Appanoose,12887,1287981483,"41,75","58,25","Appanoose, Iowa"
Iowa,Audubon,6119,1147264459,0,100,"Audubon, Iowa"
Iowa,Benton,26076,1855117342,"19,34","80,66","Benton, Iowa"
Iowa,Black Hawk,131090,1465333940,"86,52","13,48","Black Hawk, Iowa"
Iowa,Boone,26306,1480356844,"49,37","50,63","Boone, Iowa"
Iowa,Bremer,24276,1127880105,"35,51","64,49","Bremer, Iowa"
Iowa,Buchanan,20958,1478934897,"31,46","68,54","Buchanan, Iowa"
Iowa,Buena Vista,20260,1489022575,"56,09","43,91","Buena Vista, Iowa"
Iowa,Butler,14867,1502533262,0,100,"Butler, Iowa"
Iowa,Calhoun,9670,1476209027,0,100,"Calhoun, Iowa"
Iowa,Carroll,20816,1474835105,"47,96","52,04","Carroll, Iowa"
Iowa,Cass,13956,1461450856,"46,37","53,63","Cass, Iowa"
Iowa,Cedar,18499,1500731293,"16,58","83,42","Cedar, Iowa"
Iowa,Cerro Gordo,44151,1471923432,"79,41","20,59","Cerro Gordo, Iowa"
Iowa,Cherokee,12072,1494180371,"38,62","61,38","Cherokee, Iowa"
Iowa,Chickasaw,12439,1306338733,"26,47","73,53","Chickasaw, Iowa"
Iowa,Clarke,9286,1116716080,"51,9","48,1","Clarke, Iowa"
Iowa,Clay,16667,1469139214,"65,71","34,29","Clay, Iowa"
Iowa,Clayton,18129,2016405612,"3,4","96,6","Clayton, Iowa"
Iowa,Clinton,49116,1799821282,"67,77","32,23","Clinton, Iowa"
Iowa,Crawford,17096,1849742893,"48,2","51,8","Crawford, Iowa"
Iowa,Dallas,66135,1524070766,"69,41","30,59","Dallas, Iowa"
Iowa,Davis,8753,1300661956,0,100,"Davis, Iowa"
Iowa,Decatur,8457,1377566066,0,100,"Decatur, Iowa"
Iowa,Delaware,17764,1496381153,"28,53","71,47","Delaware, Iowa"
Iowa,Des Moines,40325,1077754850,"73,26","26,74","Des Moines, Iowa"
Iowa,Dickinson,16667,985764366,"64,95","35,05","Dickinson, Iowa"
Iowa,Dubuque,93653,1575501687,"72,98","27,02","Dubuque, Iowa"
Iowa,Emmet,10302,1025333118,"60,1","39,9","Emmet, Iowa"
Iowa,Fayette,20880,1892791345,"29,42","70,58","Fayette, Iowa"
Iowa,Floyd,16303,1296631086,"47,27","52,73","Floyd, Iowa"
Iowa,Franklin,10680,1507301318,"39,76","60,24","Franklin, Iowa"
Iowa,Fremont,7441,1323872918,0,100,"Fremont, Iowa"
Iowa,Greene,9336,1475188829,"41,84","58,16","Greene, Iowa"
Iowa,Grundy,12453,1299805924,0,100,"Grundy, Iowa"
Iowa,Guthrie,10954,1529699184,0,100,"Guthrie, Iowa"
Iowa,Hamilton,15673,1493777716,"49,52","50,48","Hamilton, Iowa"
Iowa,Hancock,11341,1478894985,"29,98","70,02","Hancock, Iowa"
Iowa,Hardin,17534,1474498672,"28,92","71,08","Hardin, Iowa"
Iowa,Harrison,14928,1804827800,"18,88","81,12","Harrison, Iowa"
Iowa,Henry,20145,1124904348,"42,87","57,13","Henry, Iowa"
Iowa,Howard,9566,1225706425,"37,01","62,99","Howard, Iowa"
Iowa,Humboldt,9815,1124967281,"53,42","46,58","Humboldt, Iowa"
Iowa,Ida,7089,1117599646,0,100,"Ida, Iowa"
Iowa,Iowa,16355,1518916014,"17,82","82,18","Iowa, Iowa"
Iowa,Jackson,19848,1647332960,"46,73","53,27","Jackson, Iowa"
Iowa,Jasper,36842,1891779160,"42,49","57,51","Jasper, Iowa"
Iowa,Jefferson,16843,1127964789,"61,27","38,73","Jefferson, Iowa"
Iowa,Johnson,130882,1590355537,"81,46","18,54","Johnson, Iowa"
Iowa,Jones,20638,1490851138,"42,04","57,96","Jones, Iowa"
Iowa,Keokuk,10511,1500067240,0,100,"Keokuk, Iowa"
Iowa,Kossuth,15543,2519332852,"34,36","65,64","Kossuth, Iowa"
Iowa,Lee,35862,1340366450,"59,38","40,62","Lee, Iowa"
Iowa,Linn,211226,1856710588,"87,25","12,75","Linn, Iowa"
Iowa,Louisa,11387,1040569636,0,100,"Louisa, Iowa"
Iowa,Lucas,8898,1115231642,"43,75","56,25","Lucas, Iowa"
Iowa,Lyon,11581,1522007130,0,100,"Lyon, Iowa"
Iowa,Madison,15679,1452999410,"32,16","67,84","Madison, Iowa"
Iowa,Mahaska,22381,1478527687,"56,05","43,95","Mahaska, Iowa"
Iowa,Marion,33309,1436237259,"51,31","48,69","Marion, Iowa"
Iowa,Marshall,40648,1482770678,"66,07","33,93","Marshall, Iowa"
Iowa,Mills,15059,1132956394,"40,43","59,57","Mills, Iowa"
Iowa,Mitchell,10776,1215049026,"32,8","67,2","Mitchell, Iowa"
Iowa,Monona,9243,1797638295,"28,8","71,2","Monona, Iowa"
Iowa,Monroe,7970,1123316981,"44,83","55,17","Monroe, Iowa"
Iowa,Montgomery,10740,1098405666,"52,11","47,89","Montgomery, Iowa"
Iowa,Muscatine,42745,1133040484,"74,45","25,55","Muscatine, Iowa"
Iowa,O'Brien,14398,1484154091,"33,73","66,27","O'Brien, Iowa"
Iowa,Osceola,6462,1032587437,"41,63","58,37","Osceola, Iowa"
Iowa,Page,15932,1385494422,"66,65","33,35","Page, Iowa"
Iowa,Palo Alto,9421,1460349241,"38,51","61,49","Palo Alto, Iowa"
Iowa,Plymouth,24986,2234881736,"37,06","62,94","Plymouth, Iowa"
Iowa,Pocahontas,7310,1495047042,0,100,"Pocahontas, Iowa"
Iowa,Polk,430640,1486121332,"95,09","4,91","Polk, Iowa"
Iowa,Pottawattamie,93158,2461213949,"73,58","26,42","Pottawattamie, Iowa"
Iowa,Poweshiek,18914,1514967877,"48,01","51,99","Poweshiek, Iowa"
Iowa,Ringgold,5131,1386933932,0,100,"Ringgold, Iowa"
Iowa,Sac,10350,1489272900,0,100,"Sac, Iowa"
Iowa,Scott,165224,1186444226,"86,49","13,51","Scott, Iowa"
Iowa,Shelby,12167,1530110414,"40,55","59,45","Shelby, Iowa"
Iowa,Sioux,33704,1989969635,"49,18","50,82","Sioux, Iowa"
Iowa,Story,89542,1483592867,"83,06","16,94","Story, Iowa"
Iowa,Tama,17767,1867411117,"27,6","72,4","Tama, Iowa"
Iowa,Taylor,6317,1377618597,0,100,"Taylor, Iowa"
Iowa,Union,12534,1097235730,"60,77","39,23","Union, Iowa"
Iowa,Van Buren,7570,1255597645,0,100,"Van Buren, Iowa"
Iowa,Wapello,35625,1118443326,"69,53","30,47","Wapello, Iowa"
Iowa,Warren,46225,1475844938,"58,04","41,96","Warren, Iowa"
Iowa,Washington,21704,1473276393,"30,54","69,46","Washington, Iowa"
Iowa,Wayne,6403,1360874542,0,100,"Wayne, Iowa"
Iowa,Webster,38013,1853443769,"66,09","33,91","Webster, Iowa"
Iowa,Winnebago,10866,1037261544,"33,88","66,12","Winnebago, Iowa"
Iowa,Winneshiek,21056,1786750121,"41,02","58,98","Winneshiek, Iowa"
Iowa,Woodbury,102172,2260629616,"82,54","17,46","Woodbury, Iowa"
Iowa,Worth,7598,1036314948,0,100,"Worth, Iowa"
Iowa,Wright,13229,1503286817,"43,2","56,8","Wright, Iowa"
Kansas,Allen,13371,1295779123,"42,85","57,15","Allen, Kansas"
Kansas,Anderson,8102,1501276302,"41,18","58,82","Anderson, Kansas"
Kansas,Atchison,16924,1116729659,"65,85","34,15","Atchison, Kansas"
Kansas,Barber,4861,2937235546,0,100,"Barber, Kansas"
Kansas,Barton,27674,2319075093,"68,24","31,76","Barton, Kansas"
Kansas,Bourbon,15173,1645861744,"52,03","47,97","Bourbon, Kansas"
Kansas,Brown,9984,1478551884,"31,56","68,44","Brown, Kansas"
Kansas,Butler,65880,3703329246,"59,53","40,47","Butler, Kansas"
Kansas,Chase,2790,2002216830,0,100,"Chase, Kansas"
Kansas,Chautauqua,3669,1654693205,0,100,"Chautauqua, Kansas"
Kansas,Cherokee,21603,1521793550,"50,94","49,06","Cherokee, Kansas"
Kansas,Cheyenne,2726,2641495949,0,100,"Cheyenne, Kansas"
Kansas,Clark,2215,2524286181,0,100,"Clark, Kansas"
Kansas,Clay,8535,1671322093,"50,46","49,54","Clay, Kansas"
Kansas,Cloud,9533,1852726587,"56,02","43,98","Cloud, Kansas"
Kansas,Coffey,8601,1623784229,"29,1","70,9","Coffey, Kansas"
Kansas,Comanche,1891,2041681413,0,100,"Comanche, Kansas"
Kansas,Cowley,36311,2915679697,69,31,"Cowley, Kansas"
Kansas,Crawford,39134,1527461827,"65,07","34,93","Crawford, Kansas"
Kansas,Decatur,2961,2314199313,0,100,"Decatur, Kansas"
Kansas,Dickinson,19754,2193906542,"35,71","64,29","Dickinson, Kansas"
Kansas,Doniphan,7945,1018914848,"29,8","70,2","Doniphan, Kansas"
Kansas,Douglas,110826,1180699859,"88,99","11,01","Douglas, Kansas"
Kansas,Edwards,3037,1610697086,0,100,"Edwards, Kansas"
Kansas,Elk,2882,1668637984,0,100,"Elk, Kansas"
Kansas,Ellis,28452,2330762469,"74,44","25,56","Ellis, Kansas"
Kansas,Ellsworth,6497,1854034693,"45,9","54,1","Ellsworth, Kansas"
Kansas,Finney,36776,3372079580,"81,42","18,58","Finney, Kansas"
Kansas,Ford,33848,2844508251,"80,7","19,3","Ford, Kansas"
Kansas,Franklin,25992,1480840246,"47,9","52,1","Franklin, Kansas"
Kansas,Geary,34362,996156662,"88,33","11,67","Geary, Kansas"
Kansas,Gove,2695,2775599078,0,100,"Gove, Kansas"
Kansas,Graham,2597,2327160854,0,100,"Graham, Kansas"
Kansas,Grant,7829,1488724794,"80,2","19,8","Grant, Kansas"
Kansas,Gray,6006,2250356182,0,100,"Gray, Kansas"
Kansas,Greeley,1247,2016176814,0,100,"Greeley, Kansas"
Kansas,Greenwood,6689,2961132699,"38,74","61,26","Greenwood, Kansas"
Kansas,Hamilton,2690,2580942885,0,100,"Hamilton, Kansas"
Kansas,Harper,6034,2075276375,0,100,"Harper, Kansas"
Kansas,Harvey,34684,1397957172,"69,08","30,92","Harvey, Kansas"
Kansas,Haskell,4256,1495773065,0,100,"Haskell, Kansas"
Kansas,Hodgeman,1916,2227369168,0,100,"Hodgeman, Kansas"
Kansas,Jackson,13462,1699594134,"24,1","75,9","Jackson, Kansas"
Kansas,Jefferson,19126,1379359803,"1,18","98,82","Jefferson, Kansas"
Kansas,Jewell,3077,2356321996,0,100,"Jewell, Kansas"
Kansas,Johnson,544179,1226034453,"96,17","3,83","Johnson, Kansas"
Kansas,Kearny,3977,2254697108,0,100,"Kearny, Kansas"
Kansas,Kingman,7858,2236099115,"37,9","62,1","Kingman, Kansas"
Kansas,Kiowa,2553,1871626797,0,100,"Kiowa, Kansas"
Kansas,Labette,21607,1671305414,"47,66","52,34","Labette, Kansas"
Kansas,Lane,1750,1858200248,0,100,"Lane, Kansas"
Kansas,Leavenworth,76227,1198726879,"70,94","29,06","Leavenworth, Kansas"
Kansas,Lincoln,3241,1863226611,0,100,"Lincoln, Kansas"
Kansas,Linn,9656,1538604962,0,100,"Linn, Kansas"
Kansas,Logan,2756,2779042457,0,100,"Logan, Kansas"
Kansas,Lyon,33690,2194947808,"73,7","26,3","Lyon, Kansas"
Kansas,McPherson,29180,2326520077,"56,5","43,5","McPherson, Kansas"
Kansas,Marion,12660,2445700985,"22,24","77,76","Marion, Kansas"
Kansas,Marshall,10117,2331463499,"29,03","70,97","Marshall, Kansas"
Kansas,Meade,4575,2533234935,0,100,"Meade, Kansas"
Kansas,Miami,32787,1490955548,"49,05","50,95","Miami, Kansas"
Kansas,Mitchell,6373,1817632788,"51,7","48,3","Mitchell, Kansas"
Kansas,Montgomery,35471,1666728264,"56,58","43,42","Montgomery, Kansas"
Kansas,Morris,5923,1800763909,0,100,"Morris, Kansas"
Kansas,Morton,3233,1889993253,0,100,"Morton, Kansas"
Kansas,Nemaha,10178,1858126462,"24,76","75,24","Nemaha, Kansas"
Kansas,Neosho,16512,1480106485,"54,86","45,14","Neosho, Kansas"
Kansas,Ness,3107,2783590502,0,100,"Ness, Kansas"
Kansas,Norton,5671,2274357034,"51,01","48,99","Norton, Kansas"
Kansas,Osage,16295,1827283988,"16,47","83,53","Osage, Kansas"
Kansas,Osborne,3858,2311573881,0,100,"Osborne, Kansas"
Kansas,Ottawa,6091,1866689468,0,100,"Ottawa, Kansas"
Kansas,Pawnee,6973,1953531750,"68,32","31,68","Pawnee, Kansas"
Kansas,Phillips,5642,2294410181,"46,24","53,76","Phillips, Kansas"
Kansas,Pottawatomie,21604,2178235871,"41,08","58,92","Pottawatomie, Kansas"
Kansas,Pratt,9656,1903757176,"67,79","32,21","Pratt, Kansas"
Kansas,Rawlins,2519,2769775797,0,100,"Rawlins, Kansas"
Kansas,Reno,64511,3251332369,"68,7","31,3","Reno, Kansas"
Kansas,Republic,4980,1857981647,0,100,"Republic, Kansas"
Kansas,Rice,10083,1880944775,"36,22","63,78","Rice, Kansas"
Kansas,Riley,71115,1579300177,"86,15","13,85","Riley, Kansas"
Kansas,Rooks,5181,2306470146,0,100,"Rooks, Kansas"
Kansas,Rush,3307,1858997569,0,100,"Rush, Kansas"
Kansas,Russell,6970,2295402664,"58,94","41,06","Russell, Kansas"
Kansas,Saline,55606,1865373525,"85,41","14,59","Saline, Kansas"
Kansas,Scott,4936,1858430303,"73,89","26,11","Scott, Kansas"
Kansas,Sedgwick,498365,2583543968,"92,34","7,66","Sedgwick, Kansas"
Kansas,Seward,22952,1656290756,"88,57","11,43","Seward, Kansas"
Kansas,Shawnee,177934,1408995941,"84,18","15,82","Shawnee, Kansas"
Kansas,Sheridan,2556,2320518450,0,100,"Sheridan, Kansas"
Kansas,Sherman,6010,2735199253,"75,76","24,24","Sherman, Kansas"
Kansas,Smith,3853,2319243495,0,100,"Smith, Kansas"
Kansas,Stafford,4437,2051389748,0,100,"Stafford, Kansas"
Kansas,Stanton,2235,1762086193,0,100,"Stanton, Kansas"
Kansas,Stevens,5724,1883679100,"68,76","31,24","Stevens, Kansas"
Kansas,Sumner,24132,3061212453,"37,15","62,85","Sumner, Kansas"
Kansas,Thomas,7900,2783425324,"69,15","30,85","Thomas, Kansas"
Kansas,Trego,3001,2303736575,0,100,"Trego, Kansas"
Kansas,Wabaunsee,7053,2057231892,0,100,"Wabaunsee, Kansas"
Kansas,Wallace,1485,2366348080,0,100,"Wallace, Kansas"
Kansas,Washington,5799,2317406254,0,100,"Washington, Kansas"
Kansas,Wichita,2234,1861082136,0,100,"Wichita, Kansas"
Kansas,Wilson,9409,1477377048,"27,31","72,69","Wilson, Kansas"
Kansas,Woodson,3309,1289347304,0,100,"Woodson, Kansas"
Kansas,Wyandotte,157505,392642353,"93,94","6,06","Wyandotte, Kansas"
Kentucky,Adair,18656,1049677374,"24,54","75,46","Adair, Kentucky"
Kentucky,Allen,19956,891830109,"21,3","78,7","Allen, Kentucky"
Kentucky,Anderson,21421,522742422,"58,3","41,7","Anderson, Kentucky"
Kentucky,Ballard,8249,638843574,0,100,"Ballard, Kentucky"
Kentucky,Barren,42173,1262724748,"36,72","63,28","Barren, Kentucky"
Kentucky,Bath,11591,722067811,0,100,"Bath, Kentucky"
Kentucky,Bell,28691,929806795,"37,52","62,48","Bell, Kentucky"
Kentucky,Boone,118811,638067340,"86,73","13,27","Boone, Kentucky"
Kentucky,Bourbon,19985,750369577,"55,25","44,75","Bourbon, Kentucky"
Kentucky,Boyd,49542,414046208,"74,68","25,32","Boyd, Kentucky"
Kentucky,Boyle,28432,466634989,"65,18","34,82","Boyle, Kentucky"
Kentucky,Bracken,8488,532533237,0,100,"Bracken, Kentucky"
Kentucky,Breathitt,13878,1275344480,"18,5","81,5","Breathitt, Kentucky"
Kentucky,Breckinridge,20059,1468969244,0,100,"Breckinridge, Kentucky"
Kentucky,Bullitt,74319,769288200,"69,59","30,41","Bullitt, Kentucky"
Kentucky,Butler,12690,1103562315,0,100,"Butler, Kentucky"
Kentucky,Caldwell,12984,893004660,"45,36","54,64","Caldwell, Kentucky"
Kentucky,Calloway,37191,997200826,"51,28","48,72","Calloway, Kentucky"
Kentucky,Campbell,90336,391886628,"84,7","15,3","Campbell, Kentucky"
Kentucky,Carlisle,5104,490632430,0,100,"Carlisle, Kentucky"
Kentucky,Carroll,10811,332992509,"47,78","52,22","Carroll, Kentucky"
Kentucky,Carter,27720,1060589533,"20,62","79,38","Carter, Kentucky"
Kentucky,Casey,15955,1150549958,0,100,"Casey, Kentucky"
Kentucky,Christian,73955,1858324233,"71,44","28,56","Christian, Kentucky"
Kentucky,Clark,35613,653877332,"72,53","27,47","Clark, Kentucky"
Kentucky,Clay,21730,1215344973,"21,43","78,57","Clay, Kentucky"
Kentucky,Clinton,10272,510864195,0,100,"Clinton, Kentucky"
Kentucky,Crittenden,9315,932270911,"29,18","70,82","Crittenden, Kentucky"
Kentucky,Cumberland,6856,790416904,0,100,"Cumberland, Kentucky"
Kentucky,Daviess,96656,1187111257,"72,98","27,02","Daviess, Kentucky"
Kentucky,Edmonson,12161,784464284,0,100,"Edmonson, Kentucky"
Kentucky,Elliott,7852,606873739,0,100,"Elliott, Kentucky"
Kentucky,Estill,14672,655468626,"23,88","76,12","Estill, Kentucky"
Kentucky,Fayette,295803,734648526,"96,93","3,07","Fayette, Kentucky"
Kentucky,Fleming,14348,902720074,"19,48","80,52","Fleming, Kentucky"
Kentucky,Floyd,39451,1018758276,"16,13","83,87","Floyd, Kentucky"
Kentucky,Franklin,49285,538061269,"72,45","27,55","Franklin, Kentucky"
Kentucky,Fulton,6813,532251963,"35,56","64,44","Fulton, Kentucky"
Kentucky,Gallatin,8589,262194985,0,100,"Gallatin, Kentucky"
Kentucky,Garrard,16912,595897447,"22,11","77,89","Garrard, Kentucky"
Kentucky,Grant,24662,668125059,"35,01","64,99","Grant, Kentucky"
Kentucky,Graves,37121,1429006936,"30,59","69,41","Graves, Kentucky"
Kentucky,Grayson,25746,1286441869,"26,42","73,58","Grayson, Kentucky"
Kentucky,Green,11258,740825297,0,100,"Green, Kentucky"
Kentucky,Greenup,36910,891983450,"60,71","39,29","Greenup, Kentucky"
Kentucky,Hancock,8565,486017475,"10,69","89,31","Hancock, Kentucky"
Kentucky,Hardin,105543,1614282063,"65,79","34,21","Hardin, Kentucky"
Kentucky,Harlan,29278,1206487719,"45,84","54,16","Harlan, Kentucky"
Kentucky,Harrison,18846,793479419,"34,07","65,93","Harrison, Kentucky"
Kentucky,Hart,18199,1067297497,"12,81","87,19","Hart, Kentucky"
Kentucky,Henderson,46250,1130968068,"61,8","38,2","Henderson, Kentucky"
Kentucky,Henry,15416,741450181,0,100,"Henry, Kentucky"
Kentucky,Hickman,4902,627487774,0,100,"Hickman, Kentucky"
Kentucky,Hopkins,46920,1403760753,"52,88","47,12","Hopkins, Kentucky"
Kentucky,Jackson,13494,894065212,0,100,"Jackson, Kentucky"
Kentucky,Jefferson,741096,985273984,"98,63","1,37","Jefferson, Kentucky"
Kentucky,Jessamine,48586,445777146,"74,1","25,9","Jessamine, Kentucky"
Kentucky,Johnson,23356,678455744,"26,98","73,02","Johnson, Kentucky"
Kentucky,Kenton,159720,415044980,"93,02","6,98","Kenton, Kentucky"
Kentucky,Knott,16346,910427420,0,100,"Knott, Kentucky"
Kentucky,Knox,31883,1000505156,"37,08","62,92","Knox, Kentucky"
Kentucky,Larue,14193,677331504,"24,05","75,95","Larue, Kentucky"
Kentucky,Laurel,58849,1123932843,"43,16","56,84","Laurel, Kentucky"
Kentucky,Lawrence,15860,1076386638,"22,89","77,11","Lawrence, Kentucky"
Kentucky,Lee,7887,540937729,0,100,"Lee, Kentucky"
Kentucky,Leslie,11310,1038181523,0,100,"Leslie, Kentucky"
Kentucky,Letcher,24519,875192707,0,100,"Letcher, Kentucky"
Kentucky,Lewis,13870,1250540292,0,100,"Lewis, Kentucky"
Kentucky,Lincoln,24742,865301109,"18,34","81,66","Lincoln, Kentucky"
Kentucky,Livingston,9519,810995883,"4,62","95,38","Livingston, Kentucky"
Kentucky,Logan,26835,1430013728,"25,02","74,98","Logan, Kentucky"
Kentucky,Lyon,8314,553843392,0,100,"Lyon, Kentucky"
Kentucky,McCracken,65565,644243006,"72,18","27,82","McCracken, Kentucky"
Kentucky,McCreary,18306,1105414665,0,100,"McCreary, Kentucky"
Kentucky,McLean,9531,653905327,0,100,"McLean, Kentucky"
Kentucky,Madison,82916,1132583005,"61,48","38,52","Madison, Kentucky"
Kentucky,Magoffin,13333,798865721,0,100,"Magoffin, Kentucky"
Kentucky,Marion,19820,888387260,"28,49","71,51","Marion, Kentucky"
Kentucky,Marshall,31448,780240711,"14,14","85,86","Marshall, Kentucky"
Kentucky,Martin,12929,594673664,0,100,"Martin, Kentucky"
Kentucky,Mason,17490,621927429,"44,6","55,4","Mason, Kentucky"
Kentucky,Meade,28602,791042872,"14,1","85,9","Meade, Kentucky"
Kentucky,Menifee,6306,527282371,0,100,"Menifee, Kentucky"
Kentucky,Mercer,21331,644381848,"40,86","59,14","Mercer, Kentucky"
Kentucky,Metcalfe,10099,750178224,0,100,"Metcalfe, Kentucky"
Kentucky,Monroe,10963,853073262,0,100,"Monroe, Kentucky"
Kentucky,Montgomery,26499,511174863,"40,89","59,11","Montgomery, Kentucky"
Kentucky,Morgan,13923,987113548,0,100,"Morgan, Kentucky"
Kentucky,Muhlenberg,31499,1209728681,"31,57","68,43","Muhlenberg, Kentucky"
Kentucky,Nelson,43437,1081351761,"43,06","56,94","Nelson, Kentucky"
Kentucky,Nicholas,7135,505489592,0,100,"Nicholas, Kentucky"
Kentucky,Ohio,23842,1521032417,"26,51","73,49","Ohio, Kentucky"
Kentucky,Oldham,60316,484893493,"79,67","20,33","Oldham, Kentucky"
Kentucky,Owen,10841,909351754,0,100,"Owen, Kentucky"
Kentucky,Owsley,4755,511282528,0,100,"Owsley, Kentucky"
Kentucky,Pendleton,14877,717833417,0,100,"Pendleton, Kentucky"
Kentucky,Perry,28712,879740535,"25,93","74,07","Perry, Kentucky"
Kentucky,Pike,65024,2037887589,"12,2","87,8","Pike, Kentucky"
Kentucky,Powell,12613,463554647,"32,89","67,11","Powell, Kentucky"
Kentucky,Pulaski,63063,1705268187,"46,05","53,95","Pulaski, Kentucky"
Kentucky,Robertson,2282,258767993,0,100,"Robertson, Kentucky"
Kentucky,Rockcastle,17056,819847035,"16,28","83,72","Rockcastle, Kentucky"
Kentucky,Rowan,23333,724666477,"31,21","68,79","Rowan, Kentucky"
Kentucky,Russell,17565,656969251,0,100,"Russell, Kentucky"
Kentucky,Scott,47173,729770453,"67,54","32,46","Scott, Kentucky"
Kentucky,Shelby,42074,983253588,"52,99","47,01","Shelby, Kentucky"
Kentucky,Simpson,17327,606585453,"54,78","45,22","Simpson, Kentucky"
Kentucky,Spencer,17061,483492140,0,100,"Spencer, Kentucky"
Kentucky,Taylor,24512,689784222,"47,81","52,19","Taylor, Kentucky"
Kentucky,Todd,12460,969940558,0,100,"Todd, Kentucky"
Kentucky,Trigg,14339,1143307323,"20,64","79,36","Trigg, Kentucky"
Kentucky,Trimble,8809,392766226,"5,3","94,7","Trimble, Kentucky"
Kentucky,Union,15007,887974290,"34,72","65,28","Union, Kentucky"
Kentucky,Warren,113792,1402737981,"68,82","31,18","Warren, Kentucky"
Kentucky,Washington,11717,769916143,0,100,"Washington, Kentucky"
Kentucky,Wayne,20813,1186655607,"32,27","67,73","Wayne, Kentucky"
Kentucky,Webster,13621,859728365,0,100,"Webster, Kentucky"
Kentucky,Whitley,35637,1133973877,"34,84","65,16","Whitley, Kentucky"
Kentucky,Wolfe,7355,575419453,0,100,"Wolfe, Kentucky"
Kentucky,Woodford,24939,488948318,"63,84","36,16","Woodford, Kentucky"
Louisiana,Acadia,61773,1696750566,"48,3","51,7","Acadia, Louisiana"
Louisiana,Allen,25764,1973174715,"30,58","69,42","Allen, Louisiana"
Louisiana,Ascension,107215,751046853,"86,78","13,22","Ascension, Louisiana"
Louisiana,Assumption,23421,877120860,"55,01","44,99","Assumption, Louisiana"
Louisiana,Avoyelles,42073,2155994488,"36,22","63,78","Avoyelles, Louisiana"
Louisiana,Beauregard,35654,2997501973,"33,51","66,49","Beauregard, Louisiana"
Louisiana,Bienville,14353,2101174885,"20,16","79,84","Bienville, Louisiana"
Louisiana,Bossier,116979,2175737961,"75,66","24,34","Bossier, Louisiana"
Louisiana,Caddo,254969,2275405029,"85,56","14,44","Caddo, Louisiana"
Louisiana,Calcasieu,192768,2754864273,"79,5","20,5","Calcasieu, Louisiana"
Louisiana,Caldwell,10132,1371203807,0,100,"Caldwell, Louisiana"
Louisiana,Cameron,6839,3327842145,0,100,"Cameron, Louisiana"
Louisiana,Catahoula,10407,1833789263,0,100,"Catahoula, Louisiana"
Louisiana,Claiborne,17195,1955125902,"17,64","82,36","Claiborne, Louisiana"
Louisiana,Concordia,20822,1805014057,"66,55","33,45","Concordia, Louisiana"
Louisiana,De Soto,26656,2267739158,"22,74","77,26","De Soto, Louisiana"
Louisiana,East Baton Rouge,440171,1179412087,"93,12","6,88","East Baton Rouge, Louisiana"
Louisiana,East Carroll,7759,1089619046,"65,42","34,58","East Carroll, Louisiana"
Louisiana,East Feliciana,20267,1174325549,0,100,"East Feliciana, Louisiana"
Louisiana,Evangeline,33984,1715550341,"38,91","61,09","Evangeline, Louisiana"
Louisiana,Franklin,20767,1617667724,"25,81","74,19","Franklin, Louisiana"
Louisiana,Grant,22309,1665428895,"14,41","85,59","Grant, Louisiana"
Louisiana,Iberia,73240,1486940445,"71,86","28,14","Iberia, Louisiana"
Louisiana,Iberville,33387,1602236448,"40,79","59,21","Iberville, Louisiana"
Louisiana,Jackson,16274,1474178126,"34,47","65,53","Jackson, Louisiana"
Louisiana,Jefferson,432552,765682649,"98,86","1,14","Jefferson, Louisiana"
Louisiana,Jefferson Davis,31594,1686931782,"49,3","50,7","Jefferson Davis, Louisiana"
Louisiana,Lafayette,221578,695980407,"91,68","8,32","Lafayette, Louisiana"
Louisiana,Lafourche,96318,2766662214,"75,78","24,22","Lafourche, Louisiana"
Louisiana,La Salle,14890,1617923154,"26,81","73,19","La Salle, Louisiana"
Louisiana,Lincoln,46735,1221806070,"59,32","40,68","Lincoln, Louisiana"
